year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,6,0,-58,4,1,-149,57,19,106
1988,11,1,-74,2,4,-238,51,16,86
1989,16,1,-113,6,0,-274,64,36,96
1990,13,2,-102,5,0,-308,70,19,76
1991,8,4,-83,5,1,-318,64,26,162
1992,19,6,-53,5,2,-274,55,21,79
1993,6,0,18,3,0,-142,67,24,108
1994,6,6,-140,7,0,-350,63,39,82
1995,15,1,-98,7,1,-231,61,21,120
1996,19,2,-160,5,0,-399,46,19,51
1997,10,1,-73,5,3,-231,58,20,113
1998,12,2,-67,4,0,-151,64,27,143
1999,18,0,-97,4,3,-317,48,41,83
2000,16,9,-82,5,7,-312,65,20,113
2001,14,2,-92,6,2,-268,62,28,53
2002,14,2,-28,5,0,-138,47,22,133
2003,12,7,-95,6,11,-258,51,33,164
2004,17,5,-63,3,3,-213,42,28,142
2005,23,1,-120,5,2,-216,48,36,217
2006,6,5,-73,3,1,-228,64,28,65
2007,15,10,-5,5,0,-149,57,36,143
2008,10,0,-98,3,2,-232,50,24,137
2009,17,3,-48,4,4,-239,64,24,129
2010,7,7,-14,4,0,-152,68,41,128
2011,11,1,-7,2,0,-170,70,14,103
2012,17,3,-17,4,10,-200,66,36,125
2013,18,2,-45,4,0,-154,41,23,133
2014,7,10,-54,5,3,-140,64,20,186
2015,10,6,-80,4,3,-177,70,19,149
2016,18,8,-11,6,1,-222,72,30,91
2016
2017,16,8,-153,5,7,-302,50,26,106
2018,32,0,-154,4,2,-385,44,17,72
2019,24,3,-41,5,8,-238,55,22,109
2020,35,1,-121,7,10,-345,39,17,159
2021,29,2,-170,5,3,-346,38,13,147
2022,14,9,-66,7,0,-277,53,11,87
2023,16,2,-106,4,1,-342,46,19,69
2024,25,6,-199,6,7,-427,46,12,87
2025,24,5,-58,2,3,-210,37,8,93
2026,18,2,-46,6,4,-295,63,19,69
2027,25,5,-149,6,2,-377,40,27,67
2028,33,4,-187,5,6,-365,43,13,41
2029,23,1,-175,5,7,-346,55,21,161
2030,22,5,-100,4,5,-331,42,24,82
2031,13,0,-55,4,10,-215,59,18,69
2032,20,1,-63,6,2,-242,51,26,109
2033,24,8,-92,4,4,-271,36,9,112
2034,28,0,-136,6,15,-390,38,23,55
2035,25,4,-151,6,5,-322,57,24,124
2036,22,7,-60,1,2,-243,40,18,139
2037,26,1,-176,5,4,-341,46,17,99
2038,10,1,-73,6,4,-292,70,20,43
2039,27,4,-121,5,0,-268,52,19,89
2040,13,1,-76,6,0,-225,63,28,115
2041,25,0,-109,4,4,-295,48,11,50
2042,27,8,-106,6,6,-336,45,19,104
2043,28,4,-151,3,9,-307,47,15,109
2044,15,2,-30,5,7,-249,55,8,85
2045,22,2,-115,5,5,-271,34,16,66
2046,30,4,-54,5,4,-201,45,21,146

min,,,,0
max,,,,14
steps,,,,8
decimal



