year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1343,10,-197,4
1988,1712,11,-303,0
1989,1465,10,-304,6
1990,1334,10,-332,5
1991,1330,10,-299,6
1992,1561,10,-333,2
1993,1407,11,-199,2
1994,1384,11,-409,1
1995,1504,9,-301,0
1996,1553,11,-507,3
1997,1504,11,-336,2
1998,1405,11,-174,4
1999,1650,13,-387,1
2000,1533,11,-391,5
2001,1589,12,-318,0
2002,1522,11,-189,1
2003,1718,11,-244,0
2004,1738,12,-284,2
2005,1637,10,-204,0
2006,1637,11,-295,3
2007,1512,11,-201,1
2008,1371,10,-220,0
2009,1640,12,-224,0
2010,1347,10,-206,4
2011,1382,10,-195,1
2012,1607,12,-213,3
2013,1667,11,-193,1
2014,1441,12,-150,5
2015,1319,10,-221,5
2016,1427,10,-271,1
2016
2017,1752,11,-363,3
2018,1862,12,-425,2
2019,1785,11,-242,1
2020,1939,12,-365,2
2021,1920,12,-432,3
2022,1565,10,-316,8
2023,1554,10,-462,5
2024,1766,12,-521,5
2025,1773,10,-327,1
2026,1555,11,-390,3
2027,1932,15,-502,0
2028,1710,13,-454,0
2029,1723,11,-470,1
2030,1722,11,-420,4
2031,1764,13,-282,4
2032,1557,11,-279,2
2033,1785,12,-336,0
2034,1894,11,-475,0
2035,1510,11,-371,9
2036,1841,12,-270,1
2037,1806,12,-368,0
2038,1512,12,-393,1
2039,1447,9,-301,3
2040,1572,12,-292,0
2041,1675,11,-410,3
2042,1810,11,-391,0
2043,1690,11,-381,7
2044,1703,12,-305,2
2045,1841,12,-394,3
2046,1613,8,-186,0

min,1000,6
max,2500,16
steps,7,11
decimal



