year,annual-hydric-deficit
1987,-66
1988,-222
1989,-338
1990,-312
1991,-218
1992,-292
1993,-230
1994,-188
1995,-51
1996,-121
1997,-64
1998,-108
1999,-130
2000,-219
2001,62
2002,-69
2003,-369
2004,-173
2005,-283
2006,-301
2007,-208
2008,-263
2009,-106
2010,110
2011,-247
2012,-211
2013,-76
2014,-207
2015,-442
2016,-306
