year,A1,A2,A3
,label A1,label A2,label A3
1987,24,3781,177
1988,19,3379,147
1989,15,3162,111
1990,6,3850,76
1991,7,3642,75
1992,4,3599,47
1993,9,3147,110
1994,4,3413,79
1995,19,3539,136
1996,7,3273,107
1997,4,3138,48
1998,3,3279,24
1999,3,3527,70
2000,11,3515,132
2001,15,3598,107
2002,23,3623,156
2003,25,3236,173
2004,2,3795,60
2005,5,3655,76
2006,2,3433,55
2007,21,3287,130
2008,3,3645,35
2009,6,3774,65
2010,17,3549,155
2011,17,3595,110
2012,13,3620,102
2013,20,3669,173
2014,5,3744,53
2015,30,3427,213
2016,16,3610,133
2016
2017,27,2967,187
2018,21,3087,169
2019,10,3014,66
2020,4,3188,53
2021,9,3288,75
2022,21,3264,175
2023,5,3241,76
2024,20,3204,169
2025,21,3269,154
2026,7,3272,84
2027,14,3315,123
2028,26,3174,191
2029,4,3415,62
2030,22,3202,182
2031,22,3185,145
2032,19,3075,161
2033,18,3293,157
2034,8,3159,66
2035,19,3065,159
2036,10,3163,103
2037,9,3076,73
2038,16,3405,110
2039,23,3298,193
2040,14,3260,114
2041,21,3214,139
2042,9,3155,65
2043,38,3148,239
2044,24,3125,183
2045,10,3346,86
2046,24,3442,164
