year,annual-frozen-days
1987,123
1988,126
1989,85
1990,76
1991,107
1992,99
1993,117
1994,97
1995,113
1996,130
1997,116
1998,99
1999,104
2000,74
2001,115
2002,91
2003,115
2004,93
2005,113
2006,99
2007,78
2008,64
2009,92
2010,110
2011,91
2012,89
2013,99
2014,77
2015,69
2016,78
