year,annual-average-temperature
1987,6.4
1988,8.1
1989,9.2
1990,9.1
1991,7.8
1992,8.6
1993,7.6
1994,8.6
1995,8.2
1996,6.8
1997,7.8
1998,8.1
1999,9.0
2000,9.5
2001,8.3
2002,9.3
2003,8.3
2004,8.3
2005,8.5
2006,8.8
2007,9.5
2008,9.5
2009,8.6
2010,7.7
2011,9.1
2012,8.6
2013,8.6
2014,9.7
2015,10.0
2016,9.5

min,6
max,14
steps,9
decimal
