year,annual-estival-days
1987,9
1988,27
1989,33
1990,26
1991,32
1992,47
1993,26
1994,32
1995,44
1996,31
1997,29
1998,28
1999,43
2000,36
2001,40
2002,66
2003,43
2004,30
2005,48
2006,42
2007,45
2008,45
2009,32
2010,43
2011,38
2012,47
2013,40
2014,45
2015,49
2016,52

min,16
max,130
steps,9
decimal
