year,annual-hydric-deficit
1987,-7
1988,20
1989,-351
1990,-177
1991,-262
1992,-79
1993,-150
1994,-41
1995,-24
1996,-175
1997,14
1998,-58
1999,21
2000,112
2001,231
2002,-47
2003,-319
2004,-168
2005,-173
2006,6
2007,35
2008,41
2009,-100
2010,-185
2011,-213
2012,87
2013,93
2014,167
2015,-82
2016,-15
