year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.9,12.2,17.6,7.3
1988,5.4,13.6,16.6,7.4
1989,5.7,12.9,17.7,7.0
1990,6.7,12.9,17.1,7.1
1991,3.8,11.3,18.7,5.9
1992,4.4,13.0,17.2,6.2
1993,3.8,13.8,15.5,5.4
1994,5.0,12.4,17.9,8.5
1995,4.9,12.3,17.9,7.4
1996,2.9,12.5,15.8,5.6
1997,4.4,12.6,18.0,7.2
1998,5.1,13.5,16.7,5.6
1999,5.0,13.5,18.5,6.4
2000,5.1,14.0,17.1,8.6
2001,5.6,12.7,17.1,7.1
2002,5.8,13.5,17.0,8.2
2003,4.0,14.6,18.8,6.7
2004,4.0,12.6,17.8,6.5
2005,3.8,13.8,17.3,7.1
2006,2.8,13.4,19.0,8.9
2007,6.5,15.3,16.0,5.9
2008,5.3,13.5,16.3,6.2
2009,3.0,13.9,18.1,7.3
2010,3.1,12.9,17.2,5.3
2011,5.2,14.8,17.2,8.4
2012,4.4,13.3,17.3,7.6
2013,2.2,11.6,17.9,7.6
2014,6.2,13.3,17.4,8.8
2015,3.9,12.6,18.3,9.3
2016,4.7,12.9,18.5,6.6
