year,annual-average-temperature
1987,9.5
1988,10.8
1989,10.9
1990,11.0
1991,10.0
1992,10.2
1993,9.7
1994,11.0
1995,10.7
1996,9.2
1997,10.6
1998,10.3
1999,10.9
2000,11.2
2001,10.7
2002,11.1
2003,11.1
2004,10.2
2005,10.5
2006,11.1
2007,11.0
2008,10.3
2009,10.6
2010,9.7
2011,11.4
2012,10.7
2013,9.9
2014,11.5
2015,11.1
2016,10.7

min,8
max,14
steps,7
decimal



