year,annual-frozen-days
1987,72
1988,42
1989,63
1990,45
1991,75
1992,56
1993,66
1994,44
1995,57
1996,90
1997,79
1998,70
1999,50
2000,33
2001,58
2002,44
2003,72
2004,68
2005,73
2006,78
2007,54
2008,68
2009,67
2010,86
2011,42
2012,45
2013,60
2014,36
2015,55
2016,62
