year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1529,9,-365,2
1988,1525,8,-299,2
1989,1274,9,-219,4
1990,1634,11,-292,1
1991,1356,10,-416,3
1992,1385,10,-305,3
1993,1239,11,-325,2
1994,1315,9,-347,1
1995,1545,8,-275,0
1996,1475,11,-397,5
1997,1360,10,-432,5
1998,1539,11,-353,1
1999,1551,9,-410,0
2000,1563,10,-371,0
2001,1308,9,-217,0
2002,1478,10,-265,6
2003,1354,10,-308,6
2004,1320,10,-311,2
2005,1256,10,-188,11
2006,1566,10,-202,6
2007,1505,10,-293,10
2008,1246,8,-156,8
2009,1441,12,-211,0
2010,1542,12,-269,7
2011,1337,9,-166,0
2012,1466,11,-146,2
2013,1315,11,-199,5
2014,1624,11,-364,3
2015,1263,9,-152,7
2016,1539,11,-246,1
2016
2017,1691,10,-282,0
2018,1632,9,-402,4
2019,1710,12,-298,0
2020,1867,12,-303,1
2021,1551,11,-495,7
2022,1703,8,-439,2
2023,1700,10,-457,1
2024,1572,9,-404,0
2025,1820,11,-323,2
2026,1601,11,-469,1
2027,1799,12,-338,0
2028,1692,12,-199,3
2029,1480,11,-466,3
2030,1762,11,-427,1
2031,1522,10,-308,3
2032,1301,9,-175,3
2033,1856,12,-226,2
2034,1525,10,-326,6
2035,1712,10,-381,4
2036,1599,11,-310,1
2037,1645,11,-296,2
2038,1663,11,-332,1
2039,1643,13,-305,4
2040,1520,9,-357,1
2041,1585,11,-159,0
2042,1397,11,-182,1
2043,1777,11,-375,0
2044,1391,8,-238,5
2045,1561,10,-266,5
2046,1617,9,-238,2

min,1000,6
max,2500,16
steps,7,11
decimal



