year,F1,F3,M4
,label F1,label F3,label M4
1987,53,126,2
1988,63,131,1
1989,57,139,1
1990,54,127,1
1991,62,140,1
1992,57,137,2
1993,29,106,2
1994,67,131,1
1995,41,118,1
1996,49,123,2
1997,63,140,1
1998,42,118,3
1999,51,125,2
2000,61,125,1
2001,65,142,0
2002,60,128,2
2003,62,134,2
2004,50,133,2
2005,69,134,1
2006,31,130,1
2007,51,132,2
2008,61,124,0
2009,58,128,1
2010,55,128,3
2011,57,135,1
2012,28,129,2
2013,50,139,3
2014,60,131,2
2015,69,140,1
2016,55,133,1
2016
2017,36,122,2
2018,59,139,1
2019,46,127,2
2020,42,129,2
2021,52,133,3
2022,27,124,3
2023,42,115,4
2024,39,128,1
2025,50,126,2
2026,49,139,2
2027,44,119,1
2028,45,134,0
2029,53,131,3
2030,46,122,2
2031,56,144,3
2032,60,138,1
2033,63,132,1
2034,44,125,2
2035,51,134,3
2036,54,130,2
2037,29,128,1
2038,55,124,2
2039,43,124,2
2040,69,131,2
2041,62,117,1
2042,33,125,1
2043,50,118,2
2044,27,136,3
2045,29,116,1
2046,22,113,0

min,,80,0
max,,170,8
steps,,10,9
decimal



