year,annual-precipitations
1987,687
1988,756
1989,491
1990,602
1991,476
1992,610
1993,562
1994,653
1995,696
1996,531
1997,734
1998,632
1999,736
2000,806
2001,924
2002,676
2003,504
2004,529
2005,523
2006,724
2007,735
2008,712
2009,623
2010,531
2011,533
2012,787
2013,751
2014,878
2015,706
2016,687
