year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2880,0
1988,0,2868,0
1989,0,3101,2
1990,0,3099,2
1991,0,3078,0
1992,0,3109,0
1993,0,3128,2
1994,0,3000,1
1995,0,2972,0
1996,0,3103,0
1997,0,2974,1
1998,0,3145,0
1999,0,3135,2
2000,0,2946,0
2001,0,3024,1
2002,0,3071,0
2003,0,3112,0
2004,0,2961,0
2005,0,3118,0
2006,0,3150,1
2007,0,2982,0
2008,0,2986,0
2009,0,3060,1
2010,0,3007,1
2011,0,2847,0
2012,0,2912,1
2013,0,3078,0
2014,0,2970,3
2015,0,2899,2
2016,0,2816,0
2016
2017,0,2711,3
2018,0,2698,0
2019,0,2826,5
2020,0,2615,7
2021,0,2723,1
2022,0,2646,1
2023,0,2733,0
2024,0,2776,1
2025,0,2684,14
2026,0,2703,0
2027,0,2739,4
2028,0,2577,0
2029,0,2731,0
2030,0,2629,7
2031,0,2516,1
2032,0,2834,3
2033,0,2771,1
2034,0,2677,0
2035,0,2726,2
2036,1,2737,5
2037,0,2735,0
2038,0,2999,2
2039,2,2568,13
2040,0,2694,0
2041,0,2678,2
2042,0,2682,1
2043,0,2807,0
2044,0,2734,6
2045,0,2669,3
2046,0,2764,2
