year,annual-precipitations
1987,655
1988,693
1989,502
1990,845
1991,547
1992,809
1993,931
1994,730
1995,842
1996,852
1997,970
1998,849
1999,644
2000,899
2001,811
2002,1086
2003,551
2004,783
2005,721
2006,661
2007,903
2008,804
2009,1003
2010,744
2011,809
2012,937
2013,705
2014,990
2015,858
2016,900
