year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,2,-67,4,0,-100,89,7,193
1988,0,3,17,2,0,-24,89,12,135
1989,0,6,40,2,0,-11,90,15,146
1990,0,1,-69,2,0,-105,89,10,129
1991,0,1,-60,2,0,-114,89,15,150
1992,0,4,-4,2,0,-14,88,6,161
1993,0,5,-82,2,0,-202,89,9,101
1994,0,0,-83,3,0,-114,85,11,134
1995,0,2,-19,3,0,-30,85,5,220
1996,0,4,-62,0,0,-159,86,12,111
1997,0,3,-125,1,0,-238,83,11,111
1998,0,0,-36,2,0,-39,88,23,121
1999,0,4,-82,4,0,-164,89,21,210
2000,0,1,-69,0,0,-162,91,12,115
2001,0,0,-32,1,0,-80,90,10,126
2002,0,1,-46,3,0,-55,87,13,224
2003,0,0,-43,3,0,-109,83,19,115
2004,0,0,-1,2,0,-45,88,9,172
2005,0,2,40,4,0,-16,90,16,155
2006,0,2,3,2,0,-30,89,21,122
2007,0,0,-10,0,0,-54,89,19,103
2008,0,3,-68,1,0,-123,91,13,75
2009,0,3,-69,4,0,-144,90,17,129
2010,0,0,-33,0,0,8,89,11,172
2011,0,0,-90,2,0,-107,91,9,155
2012,0,3,-5,5,0,-72,88,22,110
2013,0,5,-66,2,0,-57,84,12,198
2014,0,0,-53,1,0,-118,90,17,109
2015,0,2,-57,1,0,-137,89,9,144
2016,0,1,-38,3,0,-4,90,7,210
2016
2017,0,1,-58,4,0,-79,84,4,193
2018,0,2,-49,2,0,-142,91,3,82
2019,2,0,-28,1,0,-80,82,7,109
2020,0,0,-68,4,0,-140,85,7,183
2021,1,0,-108,1,0,-151,79,4,163
2022,0,0,-60,3,0,-152,87,6,45
2023,0,0,-120,2,0,-241,87,15,116
2024,0,0,-118,6,0,-231,87,6,258
2025,0,1,28,0,0,47,89,2,183
2026,0,0,-92,1,0,-133,87,4,213
2027,1,2,-19,2,0,-116,90,8,153
2028,0,0,-64,3,0,-101,88,10,118
2029,1,1,-138,2,0,-275,82,2,231
2030,1,1,-71,4,0,-161,84,6,140
2031,0,1,-5,4,0,-63,88,0,173
2032,0,0,-55,0,0,-111,82,3,194
2033,0,2,39,3,0,7,90,1,154
2034,0,0,-71,2,0,-95,86,0,177
2035,0,0,-60,2,0,-108,89,7,164
2036,0,2,-86,0,0,-108,84,6,209
2037,0,0,-59,2,0,-61,85,3,170
2038,1,0,-11,1,0,-27,83,19,160
2039,0,0,-68,3,0,-99,82,6,98
2040,0,0,-27,2,0,5,86,11,173
2041,0,0,-28,3,0,-96,86,8,110
2042,0,0,-69,3,0,-132,76,6,128
2043,0,0,-16,2,0,-91,88,19,82
2044,1,2,-76,0,0,-126,81,4,111
2045,0,0,-1,3,0,-22,82,11,228
2046,0,0,-45,3,0,-41,89,8,137
