year,annual-frozen-days
1987,79
1988,53
1989,51
1990,44
1991,69
1992,53
1993,44
1994,34
1995,60
1996,41
1997,27
1998,38
1999,31
2000,35
2001,52
2002,32
2003,47
2004,40
2005,31
2006,42
2007,31
2008,44
2009,50
2010,62
2011,30
2012,39
2013,45
2014,24
2015,28
2016,41
