year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,100,-32,-49,82
1988,124,-88,-4,41
1989,54,-154,-114,37
1990,124,-45,-41,169
1991,51,-61,-102,70
1992,70,-51,47,148
1993,59,53,52,248
1994,189,-143,-96,162
1995,101,-61,45,159
1996,216,-79,-61,193
1997,19,110,-95,340
1998,53,-17,44,199
1999,40,-56,-47,123
2000,-14,28,1,308
2001,196,-129,-6,172
2002,59,-43,17,454
2003,29,-86,-205,143
2004,82,-14,-64,161
2005,61,-59,-129,220
2006,150,-145,-133,172
2007,100,35,55,126
2008,96,-38,-4,157
2009,86,-58,30,346
2010,148,-114,-18,159
2011,124,-81,82,78
2012,-19,95,39,277
2013,118,-129,-63,153
2014,213,-67,14,214
2015,46,-42,52,184
2016,221,21,-47,129
