year,F1,F3,M4
,label F1,label F3,label M4
1987,36,152,2
1988,70,143,0
1989,72,163,0
1990,63,160,0
1991,59,157,0
1992,66,163,0
1993,72,153,0
1994,62,148,2
1995,78,150,0
1996,71,158,0
1997,79,150,0
1998,69,155,0
1999,50,156,2
2000,54,148,1
2001,65,151,0
2002,72,150,1
2003,71,155,0
2004,64,152,0
2005,81,157,0
2006,89,155,0
2007,61,145,0
2008,47,151,1
2009,76,145,1
2010,61,155,0
2011,60,145,0
2012,56,137,1
2013,66,158,0
2014,59,145,0
2015,54,143,0
2016,55,138,0
2016
2017,33,143,0
2018,40,137,0
2019,55,149,0
2020,45,136,1
2021,60,137,0
2022,49,141,0
2023,35,137,1
2024,52,141,1
2025,53,143,0
2026,41,146,0
2027,48,143,0
2028,37,136,1
2029,55,143,0
2030,44,141,0
2031,38,138,1
2032,58,145,0
2033,56,151,0
2034,66,143,0
2035,44,140,0
2036,52,143,0
2037,50,147,0
2038,49,153,0
2039,38,137,0
2040,32,140,0
2041,48,141,0
2042,41,140,0
2043,59,140,0
2044,49,146,0
2045,49,141,1
2046,53,145,0
