year,annual-estival-days
1987,0
1988,0
1989,3
1990,2
1991,0
1992,0
1993,0
1994,1
1995,10
1996,1
1997,1
1998,0
1999,1
2000,0
2001,1
2002,0
2003,0
2004,1
2005,0
2006,5
2007,1
2008,2
2009,2
2010,0
2011,0
2012,0
2013,3
2014,0
2015,1
2016,2
