year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.0,16.9,23.8,10.2
1988,6.8,17.3,24.5,8.3
1989,7.0,17.6,22.7,9.4
1990,7.1,17.8,23.0,11.1
1991,5.6,16.8,22.9,9.6
1992,6.1,17.3,23.2,11.0
1993,4.4,17.4,22.8,10.4
1994,6.8,18.0,24.7,10.3
1995,7.3,18.2,23.2,9.6
1996,4.0,18.1,22.8,10.9
1997,6.4,17.2,22.4,9.8
1998,6.2,18.4,24.0,11.1
1999,7.0,18.9,24.2,12.3
2000,4.9,18.7,23.8,11.1
2001,8.3,17.5,24.7,8.7
2002,7.8,18.3,23.8,10.9
2003,5.2,18.6,24.0,10.8
2004,6.2,16.5,22.4,11.9
2005,6.5,17.5,23.5,10.5
2006,5.4,18.3,23.8,10.8
2007,8.1,18.7,23.6,10.5
2008,7.2,18.0,23.2,11.7
2009,6.8,17.6,23.2,12.5
2010,7.5,18.1,24.4,12.1
2011,6.4,17.1,24.0,9.3
2012,5.3,18.8,24.6,12.7
2013,8.1,18.9,23.5,11.1
2014,9.3,17.7,23.0,11.5
2015,7.0,17.5,24.2,11.9
2016,8.7,18.9,23.9,9.9
