year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2306,15,-584,0
1988,2234,14,-685,0
1989,2299,17,-595,0
1990,2231,13,-632,0
1991,2264,12,-638,0
1992,2126,13,-443,0
1993,2383,15,-696,0
1994,2242,12,-682,0
1995,2354,15,-521,0
1996,2276,14,-762,1
1997,2344,14,-728,0
1998,2076,15,-590,0
1999,2341,13,-711,3
2000,2224,12,-680,0
2001,2230,13,-524,4
2002,2119,12,-630,0
2003,2382,11,-699,0
2004,2273,15,-614,0
2005,2379,14,-556,1
2006,2423,14,-649,0
2007,2522,14,-626,0
2008,2371,12,-723,0
2009,2414,15,-534,1
2010,2428,13,-681,0
2011,2382,13,-620,1
2012,2428,14,-704,0
2013,2324,14,-577,0
2014,2330,12,-664,0
2015,2295,13,-749,0
2016,2335,12,-730,0
2016
2017,2235,15,-575,0
2018,2347,13,-604,0
2019,2506,14,-587,0
2020,2385,14,-720,1
2021,2580,16,-709,1
2022,2371,13,-669,0
2023,2451,16,-707,2
2024,2456,14,-705,2
2025,2516,14,-630,0
2026,2558,14,-749,0
2027,2617,13,-765,0
2028,2406,14,-566,0
2029,2490,13,-772,0
2030,2450,13,-728,0
2031,2474,12,-657,1
2032,2555,16,-696,0
2033,2407,15,-658,1
2034,2218,12,-604,1
2035,2509,15,-627,0
2036,2477,16,-649,0
2037,2624,14,-640,0
2038,2568,15,-680,1
2039,2433,16,-588,0
2040,2616,12,-627,0
2041,2745,16,-689,0
2042,2690,15,-584,0
2043,2260,13,-668,1
2044,2302,14,-621,2
2045,2590,14,-724,0
2046,2482,14,-689,3
