year,annual-precipitations
1987,614
1988,464
1989,363
1990,460
1991,394
1992,669
1993,432
1994,1147
1995,1095
1996,680
1997,1071
1998,606
1999,386
2000,409
2001,309
2002,590
2003,420
2004,488
2005,811
2006,717
2007,668
2008,335
2009,621
2010,553
2011,332
2012,553
2013,501
2014,956
2015,718
2016,331
