year,annual-hydric-deficit
1987,-454
1988,-702
1989,-795
1990,-727
1991,-681
1992,-518
1993,-717
1994,-3
1995,-32
1996,-394
1997,-35
1998,-499
1999,-711
2000,-814
2001,-901
2002,-488
2003,-713
2004,-510
2005,-188
2006,-389
2007,-391
2008,-742
2009,-377
2010,-505
2011,-731
2012,-582
2013,-621
2014,-50
2015,-359
2016,-820
