year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,11,3,-331,8,0,-453,36,24,65
1988,2,3,-322,11,0,-539,38,34,19
1989,1,3,-276,7,0,-480,40,10,62
1990,2,0,-187,8,0,-511,33,4,19
1991,2,4,-276,8,5,-559,37,10,60
1992,0,4,-285,7,5,-456,39,26,157
1993,2,0,-323,7,3,-598,31,35,67
1994,2,5,-344,7,0,-567,33,36,34
1995,2,2,-287,9,0,-490,29,13,94
1996,1,2,-357,11,0,-563,35,24,2
1997,1,0,-305,11,1,-580,36,37,15
1998,4,2,-289,9,0,-467,38,29,37
1999,0,0,-383,10,1,-585,20,38,76
2000,6,0,-378,10,0,-533,30,17,30
2001,0,7,-246,8,2,-524,33,29,122
2002,1,1,-301,9,2,-468,44,36,13
2003,11,0,-411,10,1,-589,19,34,42
2004,1,0,-322,10,0,-450,35,28,21
2005,2,1,-323,8,3,-481,22,24,87
2006,7,6,-299,10,7,-532,36,36,28
2007,8,0,-377,8,6,-525,31,22,105
2008,2,5,-334,10,0,-579,18,22,35
2009,2,5,-279,8,0,-478,15,22,116
2010,1,3,-296,8,5,-533,27,34,8
2011,4,1,-364,9,1,-527,22,26,87
2012,1,2,-344,7,0,-526,24,19,24
2013,0,0,-294,11,2,-542,32,22,134
2014,0,3,-295,9,1,-511,27,38,11
2015,2,0,-373,7,1,-547,21,35,2
2016,5,1,-387,9,0,-560,21,26,23
2016
2017,2,0,-258,9,1,-468,34,11,44
2018,7,2,-212,9,0,-499,28,9,45
2019,3,0,-238,7,2,-467,26,33,60
2020,1,6,-323,5,4,-564,41,32,7
2021,6,3,-381,10,1,-590,18,14,64
2022,10,5,-364,10,1,-507,24,18,12
2023,7,0,-329,9,1,-529,32,27,28
2024,1,0,-381,9,3,-587,29,2,64
2025,4,0,-286,8,5,-493,32,18,35
2026,6,1,-372,10,5,-569,30,27,5
2027,8,3,-382,8,4,-601,12,23,61
2028,6,1,-340,10,4,-523,30,28,136
2029,14,3,-401,8,3,-640,33,17,36
2030,13,3,-349,8,3,-600,34,15,64
2031,8,0,-333,9,10,-539,26,30,58
2032,3,0,-336,10,14,-578,41,6,68
2033,4,2,-316,7,1,-533,35,21,30
2034,2,5,-205,10,1,-472,41,21,31
2035,4,0,-282,7,0,-503,25,28,33
2036,7,0,-363,11,2,-560,30,27,59
2037,1,10,-279,10,1,-531,18,38,71
2038,2,1,-259,6,7,-516,20,18,6
2039,1,0,-256,9,4,-462,42,14,57
2040,2,0,-288,8,15,-530,20,27,58
2041,4,1,-304,9,13,-533,12,17,20
2042,14,1,-322,10,1,-525,22,16,97
2043,1,0,-274,9,2,-495,30,17,10
2044,2,2,-263,9,2,-481,36,26,13
2045,7,0,-365,10,7,-554,27,18,15
2046,2,0,-345,8,8,-559,32,27,58
