year,A1,A2,A3
,label A1,label A2,label A3
1987,80,2422,528
1988,69,2587,473
1989,89,2423,560
1990,73,2115,465
1991,71,2153,548
1992,66,2315,451
1993,64,2459,531
1994,48,2502,431
1995,85,2057,526
1996,70,2526,518
1997,72,2463,566
1998,56,2444,368
1999,54,2377,474
2000,52,2175,470
2001,84,2425,553
2002,65,2562,436
2003,84,2031,534
2004,60,2164,448
2005,80,2305,531
2006,86,2497,648
2007,97,2343,665
2008,65,2288,491
2009,70,2145,495
2010,73,2487,587
2011,67,2321,503
2012,78,2124,533
2013,79,2397,545
2014,67,2551,480
2015,51,2247,412
2016,74,2322,488
2016
2017,65,2039,448
2018,77,2089,529
2019,94,2079,619
2020,90,2352,621
2021,92,2166,691
2022,86,2054,519
2023,85,2205,633
2024,82,1715,638
2025,96,2317,716
2026,88,2155,689
2027,75,2150,625
2028,91,2234,641
2029,92,2134,687
2030,95,2285,729
2031,93,2282,648
2032,94,1947,729
2033,104,2398,628
2034,68,2455,487
2035,94,2025,630
2036,88,2022,629
2037,95,2622,685
2038,84,2040,639
2039,98,1818,685
2040,73,2018,640
2041,100,1937,735
2042,105,2273,747
2043,64,2131,486
2044,81,2317,512
2045,97,1837,713
2046,89,2074,657

min,2,600,130
max,155,3000,1200
steps,9,9,9
decimals
