year,annual-average-temperature
1987,14.0
1988,14.3
1989,14.2
1990,14.8
1991,13.8
1992,14.4
1993,13.8
1994,15.0
1995,14.6
1996,14.0
1997,14.0
1998,15.0
1999,15.7
2000,14.7
2001,14.9
2002,15.2
2003,14.7
2004,14.3
2005,14.5
2006,14.6
2007,15.3
2008,15.1
2009,15.0
2010,15.6
2011,14.3
2012,15.4
2013,15.4
2014,15.4
2015,15.2
2016,15.3

min,10
max,20
steps ,11
decimals
