year,annual-estival-days
1987,115
1988,126
1989,107
1990,119
1991,117
1992,120
1993,128
1994,138
1995,125
1996,122
1997,114
1998,104
1999,128
2000,124
2001,129
2002,118
2003,141
2004,96
2005,107
2006,112
2007,121
2008,105
2009,111
2010,113
2011,119
2012,139
2013,120
2014,105
2015,121
2016,115
