year,annual-frozen-days
1987,41
1988,33
1989,42
1990,35
1991,45
1992,33
1993,63
1994,30
1995,20
1996,33
1997,27
1998,34
1999,26
2000,48
2001,36
2002,24
2003,52
2004,37
2005,34
2006,39
2007,27
2008,27
2009,15
2010,17
2011,39
2012,37
2013,20
2014,4
2015,31
2016,36
