year,annual-frozen-days
1987,112
1988,125
1989,88
1990,75
1991,103
1992,100
1993,124
1994,103
1995,127
1996,134
1997,120
1998,97
1999,109
2000,91
2001,127
2002,96
2003,116
2004,95
2005,110
2006,98
2007,84
2008,74
2009,95
2010,113
2011,94
2012,97
2013,104
2014,74
2015,68
2016,81
