year,A1,A2,A3
,label A1,label A2,label A3
1987,10,3506,78
1988,19,3244,154
1989,5,3240,51
1990,29,3551,175
1991,27,3149,192
1992,22,3572,128
1993,18,3234,139
1994,14,3459,128
1995,16,3635,127
1996,31,2921,239
1997,14,3557,170
1998,29,3511,177
1999,18,3371,157
2000,12,3171,111
2001,6,3496,54
2002,23,3622,178
2003,12,3829,103
2004,35,3392,224
2005,15,3499,112
2006,7,3560,50
2007,20,3649,158
2008,14,3343,99
2009,10,3113,88
2010,16,3224,128
2011,27,3470,156
2012,25,3610,177
2013,30,3534,201
2014,15,3411,107
2015,8,3615,79
2016,20,3337,132
2016
2017,30,2753,183
2018,23,3047,189
2019,33,3193,206
2020,14,3239,119
2021,23,3177,154
2022,29,3117,171
2023,15,3143,145
2024,20,3058,167
2025,19,2884,118
2026,12,3131,110
2027,23,3282,194
2028,35,2854,226
2029,15,3072,137
2030,33,2604,263
2031,43,3201,281
2032,44,3152,278
2033,38,3116,240
2034,8,3416,93
2035,15,3199,131
2036,15,2843,101
2037,27,3106,188
2038,16,3211,128
2039,26,2781,172
2040,21,2865,141
2041,29,3308,186
2042,13,2890,101
2043,18,3257,135
2044,29,3470,186
2045,12,3367,95
2046,21,2859,150
