year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,529,549,-171,-205,43,8.0,3175,19,16.9,124
1988,522,602,-239,-276,44,8.9,3541,49,17.3,102
1989,534,570,-197,-225,42,8.1,3204,22,15.9,100
1990,390,610,-358,-353,29,8.0,3300,49,18.0,123
1991,532,733,-438,-360,-42,9.4,3682,49,18.3,97
1992,467,581,-266,-289,26,7.7,3232,34,15.8,113
1993,490,721,-487,-415,-31,8.5,3285,40,16.5,103
1994,488,711,-436,-405,6,8.1,3245,36,17.0,112
1995,469,573,-243,-298,44,7.8,3307,39,17.2,112
1996,371,799,-674,-620,-4,10.1,3867,59,17.9,73
1997,532,764,-454,-386,-38,8.2,3473,52,17.3,122
1998,468,593,-272,-257,12,8.2,3281,49,17.7,114
1999,556,748,-423,-341,-22,8.5,3398,43,18.5,106
2000,473,699,-456,-460,54,8.9,3544,34,16.5,83
2001,504,514,-152,-207,49,7.7,3139,17,15.4,119
2002,529,614,-226,-286,57,7.9,3249,52,17.9,121
2003,614,598,-120,-176,32,7.1,3196,35,16.0,120
2004,528,653,-290,-281,0,8.8,3568,57,17.5,99
2005,445,581,-284,-315,26,7.9,3166,36,16.8,115
2006,478,540,-212,-272,69,7.2,3043,20,15.0,111
2007,496,615,-257,-320,45,7.8,3227,46,17.0,121
2008,395,598,-350,-367,31,8.4,3376,30,16.0,91
2009,396,615,-374,-366,19,9.0,3622,28,16.5,86
2010,462,627,-319,-332,27,8.8,3463,45,17.0,114
2011,443,610,-313,-369,52,8.2,3324,46,17.0,101
2012,385,609,-386,-424,21,8.1,3345,46,17.4,127
2013,500,624,-265,-314,47,8.3,3445,51,18.4,106
2014,498,630,-276,-321,44,8.3,3291,30,17.1,122
2015,469,576,-255,-279,28,7.2,3016,28,14.1,128
2016,559,578,-164,-247,43,8.4,3276,33,17.4,106
2016
2017,375,592,-397,-403,2,10.3,3828,54,18.0,62
2018,432,632,-373,-373,-20,9.7,3766,53,17.9,94
2019,544,600,-226,-273,61,9.1,3624,47,18.0,111
2020,385,626,-395,-391,5,8.5,3386,36,15.7,100
2021,472,711,-479,-388,-40,9.0,3725,35,17.0,103
2022,372,580,-378,-356,5,9.4,3656,44,17.6,93
2023,448,678,-484,-396,-26,8.9,3394,39,17.6,103
2024,419,709,-518,-456,-8,9.5,3593,49,18.1,81
2025,567,564,-153,-191,16,9.6,3584,35,15.7,67
2026,350,760,-662,-612,-14,8.9,3622,36,16.5,99
2027,350,701,-563,-520,-16,8.9,3617,52,17.3,104
2028,459,619,-334,-336,48,10.3,3986,55,18.9,82
2029,481,785,-567,-466,-37,9.4,3698,48,17.1,99
2030,529,744,-488,-395,-33,11.1,4109,53,17.3,70
2031,421,606,-347,-363,58,9.3,3701,60,17.6,88
2032,416,658,-396,-401,31,9.6,3737,65,18.6,98
2033,420,645,-379,-404,-11,9.7,3720,66,18.0,95
2034,429,556,-295,-280,12,8.1,3215,26,16.8,104
2035,491,567,-228,-282,32,8.8,3403,29,17.4,107
2036,442,596,-326,-350,35,9.5,3581,35,16.3,81
2037,309,635,-486,-472,22,9.6,3785,50,17.4,97
2038,398,598,-360,-369,40,8.9,3556,34,17.1,101
2039,404,580,-359,-399,53,10.1,3778,37,17.9,81
2040,433,584,-325,-326,0,9.8,3755,44,17.0,77
2041,503,615,-270,-300,37,8.8,3439,54,16.0,103
2042,379,602,-401,-379,7,9.6,3591,31,16.7,76
2043,554,578,-186,-208,28,8.6,3375,34,16.9,96
2044,443,598,-302,-364,74,8.3,3438,53,17.4,112
2045,391,592,-357,-369,23,8.4,3284,32,17.0,104
2046,432,612,-358,-325,-16,10.1,3802,41,18.4,80

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

