year,annual-estival-days
1987,17
1988,22
1989,26
1990,22
1991,25
1992,43
1993,24
1994,42
1995,42
1996,30
1997,25
1998,30
1999,32
2000,32
2001,37
2002,60
2003,48
2004,21
2005,44
2006,42
2007,51
2008,43
2009,36
2010,43
2011,44
2012,58
2013,39
2014,43
2015,50
2016,47
