year,annual-average-temperature
1987,6.3
1988,7.8
1989,9.1
1990,8.9
1991,7.8
1992,8.4
1993,7.5
1994,8.5
1995,7.7
1996,6.6
1997,7.7
1998,8.0
1999,8.8
2000,9.3
2001,8.1
2002,9.1
2003,8.2
2004,8.2
2005,8.3
2006,8.5
2007,9.2
2008,9.4
2009,8.6
2010,7.9
2011,8.8
2012,8.6
2013,8.6
2014,9.5
2015,9.9
2016,9.1

min,6
max,14
steps,9
decimal
