year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,105,152,0
1988,87,145,0
1989,84,134,0
1990,103,147,1
1991,85,136,1
1992,96,144,1
1993,76,140,1
1994,74,145,0
1995,74,140,0
1996,79,135,0
1997,104,143,1
1998,93,146,0
1999,81,136,0
2000,74,134,1
2001,97,154,0
2002,92,141,0
2003,103,149,0
2004,87,137,0
2005,97,150,0
2006,84,144,0
2007,109,151,0
2008,80,139,1
2009,86,135,0
2010,99,138,0
2011,81,137,0
2012,96,151,0
2013,92,141,0
2014,94,147,1
2015,94,145,0
2016,96,145,0
2016
2017,54,137,0
2018,78,137,2
2019,91,144,2
2020,68,139,1
2021,82,128,0
2022,86,136,0
2023,80,141,1
2024,88,146,0
2025,65,138,0
2026,88,131,1
2027,106,145,1
2028,72,123,1
2029,88,133,1
2030,63,126,0
2031,70,136,0
2032,93,134,0
2033,97,145,1
2034,9,156,0
2035,86,144,1
2036,78,139,0
2037,91,144,1
2038,72,132,1
2039,67,141,0
2040,87,140,0
2041,76,140,0
2042,61,136,0
2043,92,152,0
2044,108,152,0
2045,85,145,0
2046,67,129,1

min,,90,0
max,,190,6
steps,,11,7
decimal
