year,annual-average-temperature
1987,12.6
1988,12.1
1989,13.0
1990,12.2
1991,12.2
1992,12.1
1993,11.4
1994,12.8
1995,13.1
1996,12.1
1997,13.1
1998,12.4
1999,12.0
2000,12.0
2001,11.2
2002,11.4
2003,11.7
2004,10.8
2005,11.0
2006,11.9
2007,10.7
2008,10.6
2009,11.7
2010,10.8
2011,12.2
2012,11.3
2013,10.9
2014,12.1
2015,11.8
2016,11.5

min.,10
max.,17
steps,8
decimals
