year,A1,A2,A3
,label A1,label A2,label A3
1987,32,2359,305
1988,47,2366,371
1989,35,2257,267
1990,62,2270,421
1991,28,2548,282
1992,45,2386,326
1993,29,2381,270
1994,18,2428,230
1995,18,2373,170
1996,35,2496,294
1997,49,2257,411
1998,30,2179,256
1999,48,2434,342
2000,23,2364,278
2001,47,2532,358
2002,41,2517,308
2003,41,2491,324
2004,31,2394,271
2005,44,2164,337
2006,20,2318,210
2007,41,2340,338
2008,26,2322,252
2009,24,2553,231
2010,39,2462,306
2011,41,2478,308
2012,38,2496,315
2013,41,2276,313
2014,19,2267,197
2015,32,2372,291
2016,25,2166,205
2016
2017,59,2114,469
2018,49,2210,385
2019,47,2220,342
2020,64,2217,474
2021,58,2097,501
2022,72,2245,543
2023,65,2015,493
2024,55,2171,404
2025,54,2276,471
2026,40,2111,340
2027,27,2148,284
2028,74,2332,495
2029,51,2036,395
2030,49,2244,460
2031,41,1996,316
2032,60,2011,455
2033,62,2184,446
2034,49,2188,408
2035,67,2100,440
2036,88,2082,671
2037,26,2120,282
2038,20,2201,195
2039,64,2061,468
2040,71,2175,491
2041,50,2088,417
2042,67,2305,518
2043,52,1975,375
2044,56,2178,416
2045,44,2032,336
2046,79,2004,576
