year,annual-estival-days
1987,97
1988,87
1989,100
1990,87
1991,101
1992,91
1993,70
1994,98
1995,102
1996,84
1997,84
1998,91
1999,97
2000,87
2001,86
2002,78
2003,98
2004,102
2005,101
2006,101
2007,68
2008,68
2009,104
2010,88
2011,101
2012,100
2013,79
2014,90
2015,94
2016,92
