year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.0,14.2,21.6,8.7
1988,6.6,13.5,19.8,8.5
1989,6.4,14.3,20.5,10.4
1990,6.7,14.0,21.0,7.2
1991,5.6,13.5,21.7,7.7
1992,5.2,14.2,20.8,8.1
1993,5.1,13.7,19.2,7.4
1994,6.4,14.3,20.8,9.5
1995,7.1,15.1,19.6,10.4
1996,6.2,14.3,19.2,8.5
1997,8.1,14.3,20.4,9.6
1998,7.9,13.6,20.6,7.3
1999,5.4,14.7,20.1,7.5
2000,6.1,14.1,19.3,8.6
2001,6.5,13.5,18.5,6.2
2002,5.8,13.2,17.9,8.5
2003,5.1,14.3,20.1,7.3
2004,4.8,12.8,18.6,6.9
2005,3.3,14.4,18.8,7.3
2006,4.2,14.7,19.6,8.8
2007,5.3,12.8,18.0,6.7
2008,6.0,12.6,17.6,6.2
2009,5.1,13.7,19.5,8.5
2010,4.2,12.9,19.5,6.4
2011,5.6,15.2,19.2,8.8
2012,4.6,13.5,19.2,7.9
2013,4.9,11.4,19.8,7.5
2014,6.2,13.6,19.1,9.2
2015,4.4,14.6,19.2,8.7
2016,5.3,12.5,20.0,8.1
