year,annual-precipitations
1987,442
1988,394
1989,566
1990,331
1991,322
1992,403
1993,430
1994,370
1995,399
1996,476
1997,671
1998,305
1999,397
2000,540
2001,435
2002,436
2003,529
2004,297
2005,297
2006,385
2007,308
2008,410
2009,263
2010,461
2011,319
2012,290
2013,422
2014,378
2015,317
2016,347
