year,annual-frozen-days
1987,27
1988,28
1989,26
1990,30
1991,28
1992,37
1993,37
1994,21
1995,26
1996,23
1997,10
1998,29
1999,24
2000,26
2001,25
2002,10
2003,11
2004,20
2005,47
2006,35
2007,20
2008,21
2009,21
2010,37
2011,23
2012,14
2013,18
2014,13
2015,19
2016,19
