year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,9,-275,-378,27
1988,-76,35,-298,-76
1989,-113,-252,-409,-97
1990,-150,-181,-464,6
1991,-38,-176,-397,-15
1992,-86,-130,-294,61
1993,-85,-162,-325,-22
1994,-101,-281,-315,36
1995,-59,-298,-404,20
1996,-17,-286,-270,48
1997,-69,-172,-231,34
1998,-82,-231,-267,-34
1999,-40,-244,-288,19
2000,-121,-272,-353,51
2001,-9,-346,-304,-50
2002,-110,-190,-292,27
2003,15,-260,-341,39
2004,40,-233,-293,-14
2005,-89,-326,-425,51
2006,-55,-238,-342,-80
2007,33,-185,-403,-96
2008,-76,-77,-323,56
2009,-64,-299,-379,36
2010,-79,-257,-345,-25
2011,-64,-264,-402,-93
2012,-137,-289,-402,19
2013,91,-178,-366,-61
2014,-75,-286,-309,20
2015,26,-303,-339,-39
2016,61,-332,-424,-9
