year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.8,15.9,22.0,10.0
1988,7.6,14.9,20.5,10.1
1989,7.5,15.8,21.6,11.9
1990,9.2,16.3,23.0,9.6
1991,7.2,14.3,23.1,9.5
1992,6.5,15.3,21.4,10.1
1993,7.0,15.8,20.3,9.2
1994,8.7,16.1,22.5,11.0
1995,8.8,16.2,21.5,11.4
1996,8.0,15.9,20.6,10.7
1997,9.8,16.2,21.0,11.4
1998,8.8,15.6,21.4,9.2
1999,7.8,16.0,21.9,9.4
2000,8.0,16.5,21.5,10.5
2001,9.4,16.6,21.5,9.5
2002,9.3,16.4,20.7,11.5
2003,8.2,17.9,23.4,10.4
2004,7.2,16.1,21.8,10.7
2005,5.9,17.1,20.9,9.4
2006,7.5,17.2,21.9,11.4
2007,8.6,16.6,20.6,10.1
2008,9.0,16.2,20.8,9.6
2009,7.8,17.1,22.4,11.1
2010,6.9,15.9,21.8,9.4
2011,8.1,17.7,22.1,11.8
2012,8.3,17.2,22.4,10.8
2013,8.2,14.0,22.0,10.3
2014,8.6,17.2,21.9,12.2
2015,7.9,17.5,22.0,10.9
2016,7.9,15.8,22.3,10.2
