year,annual-average-temperature
1987,13.7
1988,13.3
1989,14.2
1990,14.6
1991,13.6
1992,13.4
1993,13.1
1994,14.6
1995,14.5
1996,13.8
1997,14.6
1998,13.8
1999,13.8
2000,14.1
2001,14.3
2002,14.5
2003,15.0
2004,14.0
2005,13.4
2006,14.5
2007,14.0
2008,13.9
2009,14.7
2010,13.5
2011,15.0
2012,14.7
2013,13.7
2014,15.0
2015,14.6
2016,14.1

min.,11
max.,19
steps.,9
decimals
