year,annual-precipitations
1987,441
1988,573
1989,317
1990,378
1991,377
1992,513
1993,383
1994,405
1995,348
1996,500
1997,556
1998,389
1999,456
2000,373
2001,357
2002,479
2003,556
2004,539
2005,335
2006,401
2007,396
2008,591
2009,380
2010,293
2011,285
2012,338
2013,505
2014,385
2015,398
2016,373
