year,annual-estival-days
1987,100
1988,75
1989,105
1990,123
1991,107
1992,96
1993,84
1994,108
1995,108
1996,95
1997,101
1998,91
1999,105
2000,109
2001,109
2002,98
2003,111
2004,119
2005,106
2006,110
2007,96
2008,90
2009,125
2010,103
2011,121
2012,120
2013,93
2014,126
2015,103
2016,102
