year,annual-precipitations
1987,565
1988,601
1989,464
1990,505
1991,489
1992,439
1993,559
1994,684
1995,640
1996,446
1997,545
1998,705
1999,735
2000,857
2001,826
2002,796
2003,572
2004,632
2005,486
2006,633
2007,656
2008,722
2009,664
2010,583
2011,493
2012,741
2013,784
2014,901
2015,635
2016,656
2017,636
2018,669
2019,769
2020,828

