year,F1,F3,M4
,label F1,label F3,label M4
1987,31,123,3
1988,33,115,4
1989,39,122,2
1990,36,115,5
1991,48,119,3
1992,31,127,1
1993,27,120,1
1994,27,132,4
1995,24,125,3
1996,35,124,2
1997,22,121,1
1998,47,121,3
1999,26,120,1
2000,47,118,6
2001,43,131,1
2002,33,112,4
2003,34,118,4
2004,32,122,1
2005,30,124,2
2006,38,117,2
2007,30,113,2
2008,31,122,3
2009,25,122,2
2010,28,117,3
2011,43,127,3
2012,32,118,2
2013,44,118,2
2014,48,112,1
2015,24,120,3
2016,48,121,1
2016
2017,34,122,4
2018,20,119,3
2019,46,115,3
2020,29,120,6
2021,21,117,4
2022,24,121,2
2023,26,127,3
2024,26,103,5
2025,27,104,5
2026,29,117,2
2027,32,113,1
2028,36,116,4
2029,25,113,4
2030,38,120,3
2031,26,115,5
2032,35,117,5
2033,33,112,4
2034,28,112,2
2035,37,120,6
2036,31,120,5
2037,37,117,4
2038,29,120,6
2039,19,109,2
2040,37,116,5
2041,35,113,2
2042,25,115,5
2043,24,111,3
2044,30,115,3
2045,28,113,4
2046,21,120,4

min,,90
max,,160
steps,,11
decimal


