year,annual-estival-days
1987,33
1988,20
1989,61
1990,55
1991,45
1992,35
1993,19
1994,41
1995,54
1996,36
1997,53
1998,23
1999,48
2000,30
2001,40
2002,31
2003,68
2004,43
2005,55
2006,57
2007,9
2008,18
2009,30
2010,47
2011,35
2012,29
2013,51
2014,38
2015,35
2016,48
2017,49
2018,75
2019,56
2020,53

min,0
max,80
steps,9
decimal
