year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,7,0,-56,6,0,-225,53,12,59
1988,12,0,-95,7,3,-305,68,16,155
1989,10,3,-50,3,1,-200,71,0,104
1990,9,0,-65,7,0,-252,60,21,108
1991,11,0,-142,5,1,-329,56,6,119
1992,6,2,-100,4,0,-250,67,4,96
1993,15,0,-189,3,1,-353,61,13,81
1994,5,3,-161,4,1,-365,67,1,65
1995,9,0,-96,5,1,-260,79,4,119
1996,8,0,-116,5,0,-279,73,12,77
1997,8,0,-140,5,0,-339,57,12,114
1998,0,0,-77,7,0,-246,73,15,63
1999,4,1,-106,3,1,-242,72,12,97
2000,11,0,-142,9,1,-402,70,10,51
2001,5,1,-63,4,1,-174,73,15,141
2002,10,0,-114,6,2,-287,66,1,45
2003,18,0,-174,3,3,-274,52,5,71
2004,5,3,-116,4,0,-273,60,9,94
2005,9,0,-74,5,0,-223,79,12,67
2006,4,0,-60,4,0,-269,73,3,69
2007,13,0,-108,3,2,-284,69,0,72
2008,12,0,-84,7,1,-264,73,5,90
2009,13,1,-130,3,0,-272,51,6,112
2010,5,0,-121,5,0,-288,69,17,61
2011,13,0,-50,5,2,-208,59,8,109
2012,1,0,-70,4,1,-274,76,7,34
2013,8,0,-82,4,3,-188,79,10,122
2014,8,0,-120,4,1,-218,51,1,81
2015,10,0,-122,4,0,-245,64,6,125
2016,10,0,-75,5,1,-218,69,11,87
2016
2017,16,0,-148,6,1,-368,55,9,26
2018,25,1,-163,6,2,-350,43,7,114
2019,14,0,-97,8,0,-301,56,0,108
2020,16,1,-116,7,3,-362,55,0,12
2021,33,1,-205,7,0,-432,41,0,75
2022,11,1,-144,7,3,-337,46,4,86
2023,15,0,-172,5,2,-394,58,5,77
2024,5,0,-201,5,1,-474,65,6,72
2025,19,0,-159,8,2,-374,48,1,32
2026,15,0,-143,5,0,-426,53,7,57
2027,15,0,-82,7,1,-276,58,0,79
2028,19,0,-161,7,0,-308,48,3,84
2029,9,0,-221,7,0,-486,60,4,95
2030,9,2,-210,6,0,-356,61,7,125
2031,15,0,-126,6,1,-334,40,3,57
2032,8,0,-130,6,0,-354,52,4,20
2033,15,0,-114,5,0,-293,47,0,70
2034,17,0,-111,4,2,-343,50,9,60
2035,10,0,-154,8,3,-398,53,2,71
2036,13,0,-144,4,0,-376,42,7,57
2037,22,0,-150,6,1,-332,45,3,99
2038,15,0,-123,7,1,-366,64,6,51
2039,19,0,-126,6,1,-270,41,9,129
2040,16,0,-115,6,4,-336,56,3,81
2041,14,1,-131,6,0,-330,60,5,51
2042,25,0,-175,8,0,-352,44,3,108
2043,17,0,-78,6,0,-282,47,7,59
2044,15,1,-144,8,2,-340,44,3,78
2045,19,0,-123,6,1,-292,44,2,58
2046,9,0,-101,4,0,-299,51,1,103

min,,0
max,,8
steps,,9
decimal
