year,annual-hydric-deficit
1987,-181
1988,-152
1989,-368
1990,-251
1991,-139
1992,-242
1993,-167
1994,-59
1995,-193
1996,-354
1997,-256
1998,-24
1999,-37
2000,114
2001,47
2002,6
2003,-322
2004,-174
2005,-330
2006,-188
2007,-69
2008,-37
2009,-108
2010,-231
2011,-313
2012,8
2013,19
2014,125
2015,-161
2016,-139
2017,-177
2018,-189
2019,-78
2020,-50
