year,annual-frozen-days
1987,49
1988,23
1989,29
1990,16
1991,35
1992,29
1993,31
1994,11
1995,22
1996,36
1997,25
1998,26
1999,15
2000,20
2001,33
2002,8
2003,28
2004,35
2005,38
2006,36
2007,21
2008,32
2009,36
2010,67
2011,21
2012,29
2013,26
2014,7
2015,18
2016,18
2017,30
2018,24
2019,19
2020,8
