year,annual-precipitations
1987,562
1988,655
1989,591
1990,545
1991,545
1992,658
1993,575
1994,522
1995,711
1996,661
1997,572
1998,839
1999,563
2000,384
2001,574
2002,484
2003,412
2004,675
2005,674
2006,611
2007,632
2008,765
2009,641
2010,991
2011,460
2012,471
2013,679
2014,576
2015,532
2016,700

min,300
max,2000
steps,10
decimal
