year,annual-hydric-deficit
1987,-237
1988,-119
1989,-157
1990,-256
1991,-228
1992,-185
1993,-223
1994,-306
1995,-47
1996,-69
1997,-151
1998,109
1999,-266
2000,-558
2001,-282
2002,-440
2003,-517
2004,-72
2005,-55
2006,-131
2007,-294
2008,-71
2009,-210
2010,244
2011,-388
2012,-444
2013,-148
2014,-294
2015,-321
2016,-123
