year,annual-frozen-days
1987,105
1988,100
1989,100
1990,92
1991,97
1992,109
1993,123
1994,86
1995,100
1996,94
1997,119
1998,107
1999,94
2000,85
2001,92
2002,82
2003,113
2004,97
2005,110
2006,84
2007,70
2008,81
2009,70
2010,90
2011,114
2012,91
2013,85
2014,44
2015,72
2016,70
