year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,85,129,2
1988,76,133,4
1989,78,138,2
1990,70,140,0
1991,74,132,1
1992,73,126,2
1993,81,130,1
1994,79,134,1
1995,69,130,2
1996,64,118,1
1997,60,113,2
1998,69,119,2
1999,84,127,1
2000,71,126,2
2001,68,128,1
2002,76,120,0
2003,64,130,1
2004,91,134,1
2005,73,125,1
2006,75,127,1
2007,64,126,2
2008,82,135,0
2009,93,140,1
2010,84,131,1
2011,82,133,3
2012,73,125,1
2013,72,130,4
2014,67,120,1
2015,58,111,2
2016,75,119,3
2016
2017,69,130,1
2018,46,127,2
2019,82,127,2
2020,82,131,1
2021,65,129,1
2022,70,122,3
2023,74,123,2
2024,88,134,0
2025,70,130,2
2026,47,125,2
2027,63,112,2
2028,57,111,4
2029,61,119,2
2030,60,121,1
2031,62,122,0
2032,68,133,1
2033,91,130,1
2034,84,137,2
2035,85,135,1
2036,55,126,2
2037,87,136,2
2038,74,129,2
2039,41,119,3
2040,46,133,2
2041,78,128,2
2042,80,133,1
2043,68,133,1
2044,80,128,2
2045,39,124,2
2046,48,121,2

min,,90,0
max,,190,6
steps,,11,7
decimal
