year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,37,28,-122.08,6,42,-366.14,27,44,61
1988,44,23,-106,8,39,-381,23,39,65
1989,29,30,102,4,30,-156,35,48,9
1990,24,23,-38,7,13,-257,48,45,36
1991,47,39,-115,7,31,-323,34,32,166
1992,35,29,34,6,13,-169,56,31,50
1993,37,35,-157,6,21,-362,33,45,131
1994,39,23,-50,6,22,-256,42,46,52
1995,27,21,-41,5,18,-271,41,47,72
1996,35,28,-103,8,26,-364,30,48,50
1997,28,21,-101,6,18,-378,31,44,85
1998,30,25,-113,6,39,-342,42,25,39
1999,25,36,-137,4,22,-361,27,39,46
2000,34,29,-163,7,16,-412,28,35,50
2001,28,22,-54,6,12,-231,43,49,130
2002,38,27,-214,7,26,-437,24,33,51
2003,20,18,-92,6,33,-286,46,38,109
2004,30,43,-110,4,22,-304,29,40,97
2005,31,35,-82,6,30,-303,37,49,28
2006,43,19,-55,7,15,-248,28,35,140
2007,26,25,-59,5,14,-295,39,45,133
2008,32,27,-89,7,11,-280,34,32,94
2009,33,50,-158,5,16,-342,37,47,116
2010,25,44,0,7,11,-182,42,33,59
2011,31,24,-33,6,27,-282,37,48,35
2012,30,35,-41,5,12,-230,39,40,89
2013,45,29,-193,8,13,-435,26,45,109
2014,25,22,-123,8,30,-358,30,45,70
2015,31,31,-102,8,25,-332,22,45,36
2016,49,17,-91,6,25,-301,16,43,62
2016
2017,33,23,-127,6,25,-337,26,14,30
2018,49,14,-94,7,30,-345,30,31,61
2019,37,39,-123,9,30,-367,29,23,11
2020,32,21,-32,6,46,-279,29,35,87
2021,27,17,-111,7,30,-369,53,36,32
2022,35,19,-130,8,16,-349,28,29,48
2023,32,20,-110,5,46,-402,37,25,65
2024,28,28,-204,6,44,-442,36,32,92
2025,43,24,-177,8,24,-384,29,20,38
2026,16,15,-75,7,18,-333,42,24,26
2027,23,13,-75,7,26,-339,24,35,25
2028,48,11,-190,7,40,-430,31,29,44
2029,37,17,-141,6,37,-421,20,28,45
2030,30,21,-144,5,46,-409,32,33,45
2031,34,20,-108,7,30,-317,46,19,29
2032,42,19,-96,6,30,-329,28,17,51
2033,40,30,-157,8,17,-370,19,32,51
2034,31,35,-105,7,21,-290,43,24,99
2035,38,29,-148,6,47,-355,35,33,80
2036,39,15,-115,7,44,-364,39,29,35
2037,41,41,-58,6,20,-288,41,37,69
2038,31,34,-64,6,28,-310,25,21,17
2039,43,17,-118,9,23,-336,29,32,31
2040,30,15,-143,7,35,-364,44,17,54
2041,49,26,-198,9,36,-393,23,33,56
2042,36,22,-94,8,42,-351,42,18,67
2043,41,18,-80,6,32,-314,26,40,110
2044,35,26,-36,5,35,-291,30,41,39
2045,33,6,-151,7,31,-356,29,24,25
2046,40,9,-99,7,26,-350,41,17,24
