year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.1,14.4,18.8,5.6
1988,3.3,14.0,18.9,3.0
1989,2.5,15.3,18.6,4.8
1990,3.8,14.6,17.9,5.8
1991,1.7,13.7,19.0,4.0
1992,0.6,14.9,20.1,4.7
1993,-1.4,15.3,17.8,5.7
1994,3.7,15.1,21.2,4.9
1995,2.7,14.3,18.8,3.9
1996,-1.7,16.0,17.1,5.7
1997,0.5,14.0,18.0,5.4
1998,2.7,15.6,18.7,3.1
1999,1.7,16.2,20.6,5.2
2000,1.4,17.4,19.2,8.2
2001,3.7,15.5,19.6,3.6
2002,3.2,17.0,20.3,4.7
2003,-1.2,17.0,20.3,5.1
2004,1.6,15.5,19.2,6.4
2005,-0.7,15.6,19.8,5.2
2006,-0.5,15.8,20.0,7.0
2007,5.7,16.9,19.7,4.8
2008,3.6,16.2,18.8,7.2
2009,1.6,16.7,20.8,7.0
2010,2.4,16.2,19.8,5.9
2011,1.5,16.2,20.8,5.0
2012,0.4,17.0,21.8,6.7
2013,2.8,16.8,19.4,7.6
2014,6.0,16.4,20.5,8.0
2015,3.7,15.6,22.0,7.2
2016,4.2,16.7,20.2,4.5
