year,A1,A2,A3
,label A1,label A2,label A3
1987,60,2994,422
1988,63,3011,399
1989,46,3126,334
1990,37,3168,274
1991,50,2980,389
1992,43,2908,242
1993,36,3069,342
1994,32,3130,274
1995,32,3132,243
1996,36,2984,309
1997,26,2659,253
1998,62,2877,381
1999,31,3036,264
2000,27,2814,297
2001,27,3121,210
2002,44,2681,340
2003,51,2794,344
2004,28,3156,242
2005,43,3137,334
2006,40,2688,306
2007,24,3053,211
2008,28,3048,245
2009,41,3271,314
2010,20,2999,202
2011,45,3121,317
2012,36,2948,239
2013,39,2950,301
2014,39,2883,319
2015,44,2777,280
2016,63,2867,413
2016
2017,52,2638,346
2018,57,2511,390
2019,57,2804,384
2020,68,2641,449
2021,41,2773,349
2022,40,2606,299
2023,60,2478,464
2024,50,2802,386
2025,67,2556,413
2026,25,2463,236
2027,32,2433,260
2028,86,2381,535
2029,44,2531,372
2030,49,2678,388
2031,58,2492,353
2032,65,2538,412
2033,50,2656,331
2034,40,2872,301
2035,65,2882,468
2036,64,2579,405
2037,40,3114,327
2038,51,2552,355
2039,42,2465,323
2040,60,2449,406
2041,64,2767,438
2042,59,2588,423
2043,64,2791,437
2044,56,2764,377
2045,66,2315,420
2046,45,2339,327

min,,2000
max,,4000
steps,,9
decimal
