year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,5,0,-92,5,2,-218,58,12,81
1988,9,0,-91,3,2,-275,71,26,16
1989,9,1,-84,5,1,-208,54,12,99
1990,6,0,-97,2,0,-268,68,19,69
1991,4,1,-116,2,0,-304,68,18,99
1992,5,0,-64,2,0,-180,70,15,48
1993,12,0,-115,4,1,-252,62,15,80
1994,9,1,-137,4,0,-306,63,20,104
1995,6,2,-75,4,1,-211,71,15,75
1996,5,2,-127,6,1,-383,63,10,54
1997,4,0,-75,3,1,-264,74,25,54
1998,8,1,-65,4,0,-216,73,17,78
1999,8,0,-119,4,1,-313,73,18,69
2000,10,2,-143,4,2,-341,63,19,62
2001,9,6,-93,4,1,-248,69,21,62
2002,5,2,-52,2,0,-163,71,22,74
2003,8,4,-99,3,0,-280,73,17,115
2004,5,3,-75,5,0,-261,70,21,94
2005,9,0,-97,3,1,-231,70,21,88
2006,4,0,-46,4,0,-128,67,25,138
2007,3,0,-101,2,2,-211,70,33,119
2008,4,4,-82,2,0,-239,62,23,77
2009,11,0,-98,6,3,-295,71,11,59
2010,12,1,-142,5,2,-250,49,15,111
2011,5,0,-24,2,1,-114,66,19,58
2012,7,3,-23,4,3,-208,58,16,81
2013,1,3,-52,3,0,-179,66,13,91
2014,13,0,-66,4,0,-179,67,17,78
2015,3,1,-34,3,0,-203,76,20,85
2016,7,3,-92,5,1,-277,72,18,70
2016
2017,14,3,-73,4,1,-281,62,8,24
2018,20,0,-110,7,1,-283,54,6,69
2019,12,1,-40,4,5,-253,56,3,43
2020,11,4,-86,2,0,-253,47,12,98
2021,14,1,-176,6,2,-421,46,5,54
2022,10,0,-64,4,0,-234,46,1,73
2023,13,9,-110,5,2,-321,47,3,94
2024,5,4,-95,4,0,-304,71,15,77
2025,22,0,-124,5,2,-285,50,8,94
2026,9,1,-91,4,2,-303,63,11,39
2027,25,1,-156,6,5,-377,45,18,38
2028,21,3,-103,4,0,-245,44,11,77
2029,7,0,-96,4,0,-277,64,1,103
2030,5,1,-145,5,0,-372,75,9,42
2031,6,4,8,3,1,-179,70,9,63
2032,19,1,-141,6,0,-340,53,8,65
2033,12,2,-38,3,0,-226,64,3,49
2034,15,4,-162,7,2,-311,51,11,83
2035,9,1,-82,4,0,-235,66,6,46
2036,10,0,-50,5,2,-226,60,9,80
2037,9,1,-48,2,1,-206,64,6,118
2038,26,0,-101,5,0,-282,46,12,82
2039,15,0,-78,4,0,-267,57,4,50
2040,12,1,-100,4,4,-301,53,7,46
2041,17,2,-141,5,3,-274,39,21,99
2042,10,3,-57,3,1,-213,67,5,108
2043,19,1,-123,2,4,-287,46,10,80
2044,23,2,-162,4,3,-326,43,19,45
2045,18,1,-109,5,2,-309,66,6,85
2046,11,0,-111,5,0,-281,62,18,77
