year,F1,F3,M4
,label F1,label F3,label M4
1987,43,117,2
1988,46,123,4
1989,59,124,4
1990,39,126,2
1991,54,136,2
1992,49,119,0
1993,48,116,1
1994,47,129,1
1995,38,128,5
1996,40,121,2
1997,43,132,3
1998,44,129,1
1999,43,126,2
2000,31,127,3
2001,35,133,2
2002,33,132,2
2003,52,143,2
2004,27,126,2
2005,46,112,2
2006,38,130,1
2007,55,126,1
2008,43,128,2
2009,51,129,3
2010,50,118,3
2011,69,137,0
2012,37,125,3
2013,45,134,3
2014,50,122,2
2015,57,138,1
2016,53,140,3
2016
2017,43,137,1
2018,47,121,2
2019,40,124,5
2020,44,127,2
2021,41,127,3
2022,45,108,2
2023,31,118,2
2024,34,137,3
2025,50,122,4
2026,36,127,2
2027,44,120,5
2028,45,134,3
2029,39,123,3
2030,44,136,2
2031,37,128,1
2032,30,130,5
2033,28,121,4
2034,22,127,4
2035,53,126,2
2036,36,130,4
2037,41,127,2
2038,44,113,4
2039,43,117,2
2040,40,129,3
2041,52,124,3
2042,36,131,4
2043,38,126,2
2044,23,128,2
2045,44,120,3
2046,43,122,3

min,,80,0
max,,170,8
steps,,10,9
decimal
