year,annual-precipitations
1987,772
1988,840
1989,663
1990,577
1991,537
1992,593
1993,617
1994,643
1995,648
1996,381
1997,503
1998,640
1999,737
2000,778
2001,688
2002,676
2003,447
2004,573
2005,505
2006,579
2007,720
2008,569
2009,545
2010,529
2011,480
2012,597
2013,632
2014,758
2015,609
2016,709
