year,annual-estival-days
1987,22
1988,16
1989,57
1990,49
1991,37
1992,36
1993,20
1994,35
1995,48
1996,34
1997,43
1998,30
1999,42
2000,24
2001,37
2002,22
2003,61
2004,39
2005,44
2006,49
2007,17
2008,25
2009,42
2010,41
2011,36
2012,34
2013,41
2014,24
2015,44
2016,42
